rental_id,fk_rental_contact_id,price,duration_type,fitting_date,pick_up_date,due_date,user_signature,user_sign_date,parent_guardian_signature,parent_guardian_sign_date,pick_up_signature,pick_up_sign_date,rental_contact_initial,ski_technician_signature,assisting_staff_fullname
543,50,139.99,Season,3/2/2023,3/2/2023,5/1/2023 12:00,Maria Hernandez,3/2/2023,Maria Hernandez,3/2/2023,Maria Hernandez,3/2/2023,MH,Riley Lathrop,Riley Lathrop
544,14,30,Daily,12/1/2022,12/1/2022,12/3/2022 17:00,Michael Anderson,12/1/2022,Michael Anderson,12/1/2022,Michael Anderson,12/1/2022,MA,Riley Lathrop,Riley Lathrop
545,19,349.97,Season,1/1/2023,1/1/2023,5/1/2023 12:00,Rafael Lima,1/1/2023,Rafael Lima,1/1/2023,Rafael Lima,1/1/2023,RL,Kevin Baron,Kevin Baron
546,11,239.99,Season,1/9/2023,1/9/2023,5/1/2023 12:00,Ethan Reed,1/9/2023,Ethan Reed,1/9/2023,Ethan Reed,1/9/2023,ER,Nathan Giboney,Nathan Giboney
547,77,85,Daily,2/15/2023,2/15/2023,2/17/2023 12:00,Aisha Abdul,2/15/2023,Aisha Abdul,2/15/2023,Aisha Abdul,2/15/2023,AA,Riley Lathrop,Riley Lathrop
548,14,85,Daily,2/16/2023,2/16/2023,2/18/2023 12:00,Michael Anderson,2/16/2023,Michael Anderson,2/16/2023,Michael Anderson,2/16/2023,MA,Riley Lathrop,Riley Lathrop
549,87,100,Daily,2/23/2023,3/1/2023,3/3/2023 12:00,Owen Wilson,2/23/2023,Owen Wilson,2/23/2023,Owen Wilson,3/1/2023,OW,Riley Lathrop,Riley Lathrop
550,98,60,Daily,1/16/2020,1/16/2020,1/18/2020 12:00,Yusuf Abbas,1/16/2020,Yusuf Abbas,1/16/2020,Yusuf Abbas,1/16/2020,YA,Riley Lathrop,Riley Lathrop
551,82,65,Daily,1/22/2021,1/22/2021,1/24/2021 12:00,Amelia Allen,1/22/2021,Amelia Allen,1/22/2021,Amelia Allen,1/22/2021,AA,John Florendo,John Florendo
552,50,139.99,Season,4/6/2022,4/6/2022,5/1/2022 12:00,Maria Hernandez,4/6/2022,Maria Hernandez,4/6/2022,Maria Hernandez,4/6/2022,MH,Carter Ash,Carter Ash
553,20,149.99,Season,2/3/2023,2/3/2023,5/1/2023 12:00,Joseph Perez,2/3/2023,Joseph Perez,2/3/2023,Joseph Perez,2/3/2023,JP,Curtis Fountain,Curtis Fountain
554,3,209.99,Season,1/2/2023,1/2/2023,5/1/2023 12:00,Gabriel Carter,1/2/2023,Gabriel Carter,1/2/2023,Gabriel Carter,1/2/2023,GC,Bryson Barradale,Bryson Barradale
555,10,60,Daily,3/2/2023,3/2/2023,3/4/2023 12:00,Christopher Martin,3/2/2023,Christopher Martin,3/2/2023,Christopher Martin,3/2/2023,CM,Riley Lathrop,Riley Lathrop
556,72,115,Daily,1/25/2022,1/25/2022,1/27/2022 12:00,Cameron Davis,1/25/2022,Cameron Davis,1/25/2022,Cameron Davis,1/25/2022,CD,Carter Ash,Carter Ash
557,98,79.99,Season,4/8/2020,4/8/2020,5/1/2020 12:00,Yusuf Abbas,4/8/2020,Yusuf Abbas,4/8/2020,Yusuf Abbas,4/8/2020,YA,Curtis Fountain,Curtis Fountain
558,94,65,Daily,1/2/2021,1/2/2021,1/4/2021 12:00,Gabriella Hill,1/2/2021,Gabriella Hill,1/2/2021,Gabriella Hill,1/2/2021,GH,Riley Lathrop,Riley Lathrop
559,57,299.99,Season,12/18/2019,12/18/2019,5/1/2020 12:00,Abdul Rahman,12/18/2019,Abdul Rahman,12/18/2019,Abdul Rahman,12/18/2019,AR,John Florendo,John Florendo
560,33,689.97,Season,2/25/2023,2/25/2023,5/1/2023 12:00,Lea Dubois,2/25/2023,Lea Dubois,2/25/2023,Lea Dubois,2/25/2023,LD,Jordan Weiss,Jordan Weiss
561,5,55,Daily,12/8/2021,12/8/2021,12/10/2021 12:00,Muhammad Khan,12/8/2021,Muhammad Khan,12/8/2021,Muhammad Khan,12/8/2021,MK,Nathan Giboney,Nathan Giboney
562,93,40,Daily,3/12/2022,3/12/2022,3/14/2022 12:00,Leonardo Costa,3/12/2022,Leonardo Costa,3/12/2022,Leonardo Costa,3/12/2022,LC,Bryce Peters,Bryce Peters
563,52,40,Daily,2/20/2023,2/20/2023,2/22/2023 12:00,Omar Elsayed,2/20/2023,Omar Elsayed,2/20/2023,Omar Elsayed,2/20/2023,OE,Jude Willcox,Jude Willcox
564,55,399.98,Season,1/18/2022,1/18/2022,5/1/2022 12:00,Nathaniel Cook,1/18/2022,Nathaniel Cook,1/18/2022,Nathaniel Cook,1/18/2022,NC,Bryson Barradale,Bryson Barradale
565,52,139.99,Season,12/20/2019,12/20/2019,5/1/2020 12:00,Omar Elsayed,12/20/2019,Omar Elsayed,12/20/2019,Omar Elsayed,12/20/2019,OE,Nathan Giboney,Nathan Giboney
566,49,399.98,Season,1/9/2023,1/9/2023,5/1/2023 12:00,William Johnson,1/9/2023,William Johnson,1/9/2023,William Johnson,1/9/2023,WJ,Nathan Giboney,Nathan Giboney
567,79,269.98,Season,1/5/2022,1/5/2022,5/1/2022 12:00,David Brown,1/5/2022,David Brown,1/5/2022,David Brown,1/5/2022,DB,Curtis Fountain,Curtis Fountain
568,29,100,Daily,2/19/2023,2/19/2023,2/21/2023 12:00,Natalie Carter,2/19/2023,Natalie Carter,2/19/2023,Natalie Carter,2/19/2023,NC,Jordan Weiss,Jordan Weiss
569,83,180,Daily,2/15/2023,2/15/2023,2/17/2023 12:00,Caleb King,2/15/2023,Caleb King,2/15/2023,Caleb King,2/15/2023,CK,Bryson Barradale,Bryson Barradale
570,14,45,Daily,12/24/2022,12/27/2022,12/29/2022 12:00,Michael Anderson,12/24/2022,Michael Anderson,12/24/2022,Michael Anderson,12/27/2022,MA,John Florendo,John Florendo
571,57,85,Daily,1/19/2021,1/19/2021,1/21/2021 12:00,Abdul Rahman,1/19/2021,Abdul Rahman,1/19/2021,Abdul Rahman,1/19/2021,AR,Kevin Baron,Kevin Baron
572,38,35,Daily,2/5/2021,2/5/2021,2/7/2021 12:00,Sebastian Müller,2/5/2021,Sebastian Müller,2/5/2021,Sebastian Müller,2/5/2021,SM,John Florendo,John Florendo
573,59,229.99,Season,1/2/2022,1/6/2022,5/1/2022 12:00,Audrey Walker,1/2/2022,Audrey Walker,1/2/2022,Audrey Walker,1/6/2022,AW,Curtis Fountain,Curtis Fountain
574,79,85,Daily,3/26/2022,3/26/2022,3/28/2022 12:00,David Brown,3/26/2022,David Brown,3/26/2022,David Brown,3/26/2022,DB,Kevin Baron,Kevin Baron
575,59,439.98,Season,12/3/2022,12/3/2022,5/1/2023 12:00,Audrey Walker,12/3/2022,Audrey Walker,12/3/2022,Audrey Walker,12/3/2022,AW,John Florendo,John Florendo
576,93,105,Weekly,3/18/2021,3/18/2021,3/25/2021 12:00,Leonardo Costa,3/18/2021,Leonardo Costa,3/18/2021,Leonardo Costa,3/18/2021,LC,Bryson Barradale,Bryson Barradale
577,17,50,Daily,3/10/2021,3/10/2021,3/12/2021 12:00,Amir Shah,3/10/2021,Amir Shah,3/10/2021,Amir Shah,3/10/2021,AS,Kevin Baron,Kevin Baron
578,70,55,Daily,2/23/2023,2/23/2023,2/25/2023 12:00,Matthew Lewis,2/23/2023,Matthew Lewis,2/23/2023,Matthew Lewis,2/23/2023,ML,Bryce Peters,Bryce Peters
579,11,109.99,Season,12/18/2019,12/18/2019,5/1/2020 12:00,Ethan Reed,12/18/2019,Ethan Reed,12/18/2019,Ethan Reed,12/18/2019,ER,Bryson Barradale,Bryson Barradale
580,40,130,Daily,2/16/2021,2/16/2021,2/18/2021 12:00,Elijah Rivera,2/16/2021,Elijah Rivera,2/16/2021,Elijah Rivera,2/16/2021,ER,John Florendo,John Florendo
581,82,299.99,Season,4/5/2022,4/5/2022,5/1/2022 12:00,Amelia Allen,4/5/2022,Amelia Allen,4/5/2022,Amelia Allen,4/5/2022,AA,Razi Muzaffar,Razi Muzaffar
582,36,169.99,Season,2/25/2021,2/25/2021,5/1/2021 12:00,Lila Patel,2/25/2021,Lila Patel,2/25/2021,Lila Patel,2/25/2021,LP,Nathan Giboney,Nathan Giboney
583,90,130,Daily,4/6/2022,4/6/2022,4/8/2022 12:00,Victoria Taylor,4/6/2022,Victoria Taylor,4/6/2022,Victoria Taylor,4/6/2022,VT,Carter Ash,Carter Ash
584,9,85,Daily,2/16/2022,2/16/2022,2/18/2022 14:00,Giselle Diaz,2/16/2022,Giselle Diaz,2/16/2022,Giselle Diaz,2/16/2022,GD,Jordan Weiss,Jordan Weiss
585,78,65,Daily,3/4/2020,3/4/2020,3/6/2020 12:00,Ahmed Hassan,3/4/2020,Ahmed Hassan,3/4/2020,Ahmed Hassan,3/4/2020,AH,Carter Ash,Carter Ash
586,41,45,Daily,1/17/2022,1/17/2022,1/19/2022 12:00,Thiago Oliveira,1/17/2022,Thiago Oliveira,1/17/2022,Thiago Oliveira,1/17/2022,TO,Jude Willcox,Jude Willcox
587,69,55,Daily,1/18/2023,1/18/2023,1/20/2023 12:00,Ashley Phillips,1/18/2023,Ashley Phillips,1/18/2023,Ashley Phillips,1/18/2023,AP,Curtis Fountain,Curtis Fountain
588,89,259.99,Season,12/10/2022,12/10/2022,5/1/2023 12:00,Penelope Phillips,12/10/2022,Penelope Phillips,12/10/2022,Penelope Phillips,12/10/2022,PP,Curtis Fountain,Curtis Fountain
589,26,89.99,Season,4/14/2023,4/14/2023,5/1/2023 12:00,Emily Johnson,4/14/2023,Emily Johnson,4/14/2023,Emily Johnson,4/14/2023,EJ,Kevin Baron,Kevin Baron
590,22,179.99,Season,3/4/2023,3/4/2023,5/1/2023 12:00,Audrey Coleman,3/4/2023,Audrey Coleman,3/4/2023,Audrey Coleman,3/4/2023,AC,Kevin Baron,Kevin Baron
591,76,329.97,Season,12/23/2019,12/30/2019,5/1/2020 12:00,John Foster,12/23/2019,John Foster,12/23/2019,John Foster,12/30/2019,JF,Jordan Weiss,Jordan Weiss
592,95,30,Daily,4/6/2021,4/6/2021,4/8/2021 12:00,Joshua Davis,4/6/2021,Joshua Davis,4/6/2021,Joshua Davis,4/6/2021,JD,Carter Ash,Carter Ash
593,85,369.98,Season,4/1/2022,4/1/2022,5/1/2022 12:00,William Rodriguez,4/1/2022,William Rodriguez,4/1/2022,William Rodriguez,4/1/2022,WR,Kevin Baron,Kevin Baron
594,62,199.99,Season,12/24/2021,12/24/2021,5/1/2022 12:00,Layla Ahmed,12/24/2021,Layla Ahmed,12/24/2021,Layla Ahmed,12/24/2021,LA,Riley Lathrop,Riley Lathrop
595,74,50,Daily,12/23/2022,12/23/2022,12/25/2022 12:00,Charlotte Ramirez,12/23/2022,Charlotte Ramirez,12/23/2022,Charlotte Ramirez,12/23/2022,CR,Curtis Fountain,Curtis Fountain
596,68,65,Daily,12/18/2021,12/18/2021,12/20/2021 12:00,Leah Ross,12/18/2021,Leah Ross,12/18/2021,Leah Ross,12/18/2021,LR,John Florendo,John Florendo
597,49,209.99,Season,12/6/2021,12/6/2021,5/1/2022 12:00,William Johnson,12/6/2021,William Johnson,12/6/2021,William Johnson,12/6/2021,WJ,Curtis Fountain,Curtis Fountain
598,63,60,Daily,2/7/2023,2/7/2023,2/9/2023 12:00,Christopher Wright,2/7/2023,Christopher Wright,2/7/2023,Christopher Wright,2/7/2023,CW,Carter Ash,Carter Ash
599,55,100,Daily,1/28/2021,1/28/2021,1/30/2021 12:00,Nathaniel Cook,1/28/2021,Nathaniel Cook,1/28/2021,Nathaniel Cook,1/28/2021,NC,John Florendo,John Florendo
600,79,559.98,Season,4/11/2022,4/11/2022,5/1/2022 12:00,David Brown,4/11/2022,David Brown,4/11/2022,David Brown,4/11/2022,DB,John Florendo,John Florendo
601,82,25,Daily,2/12/2023,2/17/2023,2/19/2023 12:00,Amelia Allen,2/12/2023,Amelia Allen,2/12/2023,Amelia Allen,2/17/2023,AA,Carter Ash,Carter Ash
602,72,89.99,Season,2/26/2023,2/26/2023,5/1/2023 12:00,Cameron Davis,2/26/2023,Cameron Davis,2/26/2023,Cameron Davis,2/26/2023,CD,Razi Muzaffar,Razi Muzaffar
603,83,459.98,Season,3/11/2021,3/11/2021,5/1/2021 12:00,Caleb King,3/11/2021,Caleb King,3/11/2021,Caleb King,3/11/2021,CK,Jordan Weiss,Jordan Weiss
604,85,45,Daily,1/23/2022,1/23/2022,1/25/2022 12:00,William Rodriguez,1/23/2022,William Rodriguez,1/23/2022,William Rodriguez,1/23/2022,WR,Curtis Fountain,Curtis Fountain
605,14,110,Daily,4/7/2020,4/7/2020,4/9/2020 12:00,Michael Anderson,4/7/2020,Michael Anderson,4/7/2020,Michael Anderson,4/7/2020,MA,Jude Willcox,Jude Willcox
606,5,60,Daily,1/6/2022,1/6/2022,1/8/2022 12:00,Muhammad Khan,1/6/2022,Muhammad Khan,1/6/2022,Muhammad Khan,1/6/2022,MK,Bryson Barradale,Bryson Barradale
607,22,929.96,Season,3/4/2023,3/4/2023,5/1/2023 12:00,Audrey Coleman,3/4/2023,Audrey Coleman,3/4/2023,Audrey Coleman,3/4/2023,AC,Bryson Barradale,Bryson Barradale
608,70,135,Daily,12/7/2021,12/7/2021,12/9/2021 12:00,Matthew Lewis,12/7/2021,Matthew Lewis,12/7/2021,Matthew Lewis,12/7/2021,ML,Curtis Fountain,Curtis Fountain
609,89,109.99,Season,12/28/2021,12/28/2021,5/1/2022 12:00,Penelope Phillips,12/28/2021,Penelope Phillips,12/28/2021,Penelope Phillips,12/28/2021,PP,Curtis Fountain,Curtis Fountain
610,36,255,Weekly,1/13/2022,1/13/2022,1/20/2022 12:00,Lila Patel,1/13/2022,Lila Patel,1/13/2022,Lila Patel,1/13/2022,LP,Jordan Weiss,Jordan Weiss
611,63,125,Daily,4/5/2021,4/5/2021,4/7/2021 12:00,Christopher Wright,4/5/2021,Christopher Wright,4/5/2021,Christopher Wright,4/5/2021,CW,Curtis Fountain,Curtis Fountain
612,41,45,Daily,3/4/2023,3/4/2023,3/6/2023 12:00,Thiago Oliveira,3/4/2023,Thiago Oliveira,3/4/2023,Thiago Oliveira,3/4/2023,TO,Jude Willcox,Jude Willcox
613,79,359.98,Season,12/24/2021,12/24/2021,5/1/2022 12:00,David Brown,12/24/2021,David Brown,12/24/2021,David Brown,12/24/2021,DB,John Florendo,John Florendo
614,8,60,Daily,1/24/2023,1/24/2023,1/26/2023 12:00,Brandon Brown,1/24/2023,Brandon Brown,1/24/2023,Brandon Brown,1/24/2023,BB,Bryson Barradale,Bryson Barradale
615,45,379.98,Season,1/5/2021,1/5/2021,5/1/2021 12:00,Andriy Popov,1/5/2021,Andriy Popov,1/5/2021,Andriy Popov,1/5/2021,AP,John Florendo,John Florendo
616,15,249.99,Season,3/16/2022,3/16/2022,5/1/2022 12:00,Hiba Ahmed,3/16/2022,Hiba Ahmed,3/16/2022,Hiba Ahmed,3/16/2022,HA,Razi Muzaffar,Razi Muzaffar
617,34,85,Daily,12/13/2019,12/13/2019,12/15/2019 12:00,Avery Mitchell,12/13/2019,Avery Mitchell,12/13/2019,Avery Mitchell,12/13/2019,AM,Nathan Giboney,Nathan Giboney
618,93,65,Daily,12/21/2022,12/21/2022,12/23/2022 12:00,Leonardo Costa,12/21/2022,Leonardo Costa,12/21/2022,Leonardo Costa,12/21/2022,LC,Razi Muzaffar,Razi Muzaffar
619,12,919.95,Season,3/30/2021,3/30/2021,5/1/2021 12:00,Scarlett Mitchell,3/30/2021,Scarlett Mitchell,3/30/2021,Scarlett Mitchell,3/30/2021,SM,Nathan Giboney,Nathan Giboney
620,6,559.98,Season,12/31/2021,12/31/2021,5/1/2022 12:00,James Nguyen,12/31/2021,James Nguyen,12/31/2021,James Nguyen,12/31/2021,JN,Bryce Peters,Bryce Peters
621,71,95,Daily,2/6/2020,2/6/2020,2/8/2020 12:00,Aaliyah Patel,2/6/2020,Aaliyah Patel,2/6/2020,Aaliyah Patel,2/6/2020,AP,Curtis Fountain,Curtis Fountain
622,69,155,Daily,1/7/2021,1/7/2021,1/9/2021 12:00,Ashley Phillips,1/7/2021,Ashley Phillips,1/7/2021,Ashley Phillips,1/7/2021,AP,Jake Lathrop,Jake Lathrop
623,25,69.99,Season,3/15/2020,3/15/2020,5/1/2020 12:00,Ruby Foster,3/15/2020,Ruby Foster,3/15/2020,Ruby Foster,3/15/2020,RF,Riley Lathrop,Riley Lathrop
624,38,35,Daily,2/15/2020,2/18/2020,2/20/2020 12:00,Sebastian Müller,2/15/2020,Sebastian Müller,2/15/2020,Sebastian Müller,2/18/2020,SM,Nathan Giboney,Nathan Giboney
625,64,319.98,Season,1/21/2022,1/21/2022,5/1/2022 12:00,Daniel Lee,1/21/2022,Daniel Lee,1/21/2022,Daniel Lee,1/21/2022,DL,Bryce Peters,Bryce Peters
626,58,55,Daily,1/13/2022,1/13/2022,1/15/2022 12:00,Nour Hussein,1/13/2022,Nour Hussein,1/13/2022,Nour Hussein,1/13/2022,NH,John Florendo,John Florendo
627,25,169.99,Season,1/27/2021,1/27/2021,5/1/2021 12:00,Ruby Foster,1/27/2021,Ruby Foster,1/27/2021,Ruby Foster,1/27/2021,RF,Curtis Fountain,Curtis Fountain
628,99,30,Daily,2/23/2022,2/23/2022,2/25/2022 12:00,Julia Scott,2/23/2022,Julia Scott,2/23/2022,Julia Scott,2/23/2022,JS,Riley Lathrop,Riley Lathrop
629,25,259.98,Season,2/21/2021,2/21/2021,5/1/2021 12:00,Ruby Foster,2/21/2021,Ruby Foster,2/21/2021,Ruby Foster,2/21/2021,RF,Curtis Fountain,Curtis Fountain
630,45,429.98,Season,12/23/2019,12/23/2019,5/1/2020 12:00,Andriy Popov,12/23/2019,Andriy Popov,12/23/2019,Andriy Popov,12/23/2019,AP,Jake Lathrop,Jake Lathrop
631,94,359.98,Season,12/18/2019,12/18/2019,5/1/2020 12:00,Gabriella Hill,12/18/2019,Gabriella Hill,12/18/2019,Gabriella Hill,12/18/2019,GH,Curtis Fountain,Curtis Fountain
632,58,35,Daily,2/26/2022,2/26/2022,2/28/2022 12:00,Nour Hussein,2/26/2022,Nour Hussein,2/26/2022,Nour Hussein,2/26/2022,NH,Jordan Weiss,Jordan Weiss
633,78,519.98,Season,3/25/2021,4/1/2021,5/1/2021 12:00,Ahmed Hassan,3/25/2021,Ahmed Hassan,3/25/2021,Ahmed Hassan,4/1/2021,AH,Bryce Peters,Bryce Peters
634,50,99.99,Season,2/4/2021,2/4/2021,5/1/2021 12:00,Maria Hernandez,2/4/2021,Maria Hernandez,2/4/2021,Maria Hernandez,2/4/2021,MH,Razi Muzaffar,Razi Muzaffar
635,68,45,Daily,3/9/2020,3/9/2020,3/11/2020 12:00,Leah Ross,3/9/2020,Leah Ross,3/9/2020,Leah Ross,3/9/2020,LR,Jake Lathrop,Jake Lathrop
636,31,25,Daily,12/13/2020,12/18/2020,12/20/2020 12:00,Hailey Morris,12/13/2020,Hailey Morris,12/13/2020,Hailey Morris,12/18/2020,HM,Jake Lathrop,Jake Lathrop
637,16,75,Daily,3/7/2021,3/7/2021,3/9/2021 12:00,Sophia Edwards,3/7/2021,Sophia Edwards,3/7/2021,Sophia Edwards,3/7/2021,SE,Bryson Barradale,Bryson Barradale
638,98,179.99,Season,1/10/2021,1/10/2021,5/1/2021 12:00,Yusuf Abbas,1/10/2021,Yusuf Abbas,1/10/2021,Yusuf Abbas,1/10/2021,YA,Jordan Weiss,Jordan Weiss
639,48,289.99,Season,12/11/2020,12/11/2020,5/1/2021 12:00,Elena Ivanova,12/11/2020,Elena Ivanova,12/11/2020,Elena Ivanova,12/11/2020,EI,Kevin Baron,Kevin Baron
640,68,35,Daily,12/1/2021,12/1/2021,12/3/2021 12:00,Leah Ross,12/1/2021,Leah Ross,12/1/2021,Leah Ross,12/1/2021,LR,Carter Ash,Carter Ash
641,90,30,Daily,2/2/2020,2/2/2020,2/4/2020 12:00,Victoria Taylor,2/2/2020,Victoria Taylor,2/2/2020,Victoria Taylor,2/2/2020,VT,Carter Ash,Carter Ash
642,26,589.97,Season,4/5/2023,4/5/2023,5/1/2023 12:00,Emily Johnson,4/5/2023,Emily Johnson,4/5/2023,Emily Johnson,4/5/2023,EJ,Razi Muzaffar,Razi Muzaffar
643,78,75,Daily,2/27/2022,2/27/2022,3/1/2022 12:00,Ahmed Hassan,2/27/2022,Ahmed Hassan,2/27/2022,Ahmed Hassan,2/27/2022,AH,John Florendo,John Florendo
644,91,99.99,Season,2/12/2023,2/12/2023,5/1/2023 12:00,Alejandra Torres,2/12/2023,Alejandra Torres,2/12/2023,Alejandra Torres,2/12/2023,AT,Jude Willcox,Jude Willcox
645,13,85,Daily,1/4/2020,1/4/2020,1/6/2020 12:00,Alessia Moretti,1/4/2020,Alessia Moretti,1/4/2020,Alessia Moretti,1/4/2020,AM,Jude Willcox,Jude Willcox
646,79,110,Daily,2/1/2023,2/1/2023,2/3/2023 12:00,David Brown,2/1/2023,David Brown,2/1/2023,David Brown,2/1/2023,DB,Riley Lathrop,Riley Lathrop
647,13,65,Daily,3/13/2021,3/13/2021,3/15/2021 12:00,Alessia Moretti,3/13/2021,Alessia Moretti,3/13/2021,Alessia Moretti,3/13/2021,AM,Jude Willcox,Jude Willcox
648,91,160,Daily,1/23/2020,1/25/2020,1/27/2020 12:00,Alejandra Torres,1/23/2020,Alejandra Torres,1/23/2020,Alejandra Torres,1/25/2020,AT,Riley Lathrop,Riley Lathrop
649,78,55,Daily,1/27/2022,2/2/2022,2/4/2022 12:00,Ahmed Hassan,1/27/2022,Ahmed Hassan,1/27/2022,Ahmed Hassan,2/2/2022,AH,Curtis Fountain,Curtis Fountain
650,55,369.98,Season,2/18/2022,2/18/2022,5/1/2022 12:00,Nathaniel Cook,2/18/2022,Nathaniel Cook,2/18/2022,Nathaniel Cook,2/18/2022,NC,Riley Lathrop,Riley Lathrop
651,43,439.98,Season,4/10/2021,4/10/2021,5/1/2021 12:00,Sarah Taylor,4/10/2021,Sarah Taylor,4/10/2021,Sarah Taylor,4/10/2021,ST,Razi Muzaffar,Razi Muzaffar
652,49,529.97,Season,2/3/2022,2/3/2022,5/1/2022 12:00,William Johnson,2/3/2022,William Johnson,2/3/2022,William Johnson,2/3/2022,WJ,Razi Muzaffar,Razi Muzaffar
653,60,659.95,Season,4/1/2021,4/1/2021,5/1/2021 12:00,Sofia Fernandez,4/1/2021,Sofia Fernandez,4/1/2021,Sofia Fernandez,4/1/2021,SF,Jude Willcox,Jude Willcox
654,5,839.97,Season,1/5/2021,1/5/2021,5/1/2021 12:00,Muhammad Khan,1/5/2021,Muhammad Khan,1/5/2021,Muhammad Khan,1/5/2021,MK,Curtis Fountain,Curtis Fountain
655,40,95,Daily,1/15/2020,1/15/2020,1/17/2020 12:00,Elijah Rivera,1/15/2020,Elijah Rivera,1/15/2020,Elijah Rivera,1/15/2020,ER,Kevin Baron,Kevin Baron
656,16,110,Daily,1/28/2022,1/28/2022,1/30/2022 12:00,Sophia Edwards,1/28/2022,Sophia Edwards,1/28/2022,Sophia Edwards,1/28/2022,SE,Bryson Barradale,Bryson Barradale
657,21,399.98,Season,1/7/2023,1/7/2023,5/1/2023 12:00,Marwa Mahmoud,1/7/2023,Marwa Mahmoud,1/7/2023,Marwa Mahmoud,1/7/2023,MM,Curtis Fountain,Curtis Fountain
658,9,45,Daily,12/17/2022,12/17/2022,12/19/2022 12:00,Giselle Diaz,12/17/2022,Giselle Diaz,12/17/2022,Giselle Diaz,12/17/2022,GD,Bryson Barradale,Bryson Barradale
659,25,225,Weekly,2/12/2023,2/12/2023,2/19/2023 12:00,Ruby Foster,2/12/2023,Ruby Foster,2/12/2023,Ruby Foster,2/12/2023,RF,John Florendo,John Florendo
660,71,85,Daily,1/16/2023,1/16/2023,1/18/2023 12:00,Aaliyah Patel,1/16/2023,Aaliyah Patel,1/16/2023,Aaliyah Patel,1/16/2023,AP,Jake Lathrop,Jake Lathrop
661,70,75,Daily,1/15/2022,1/15/2022,1/17/2022 12:00,Matthew Lewis,1/15/2022,Matthew Lewis,1/15/2022,Matthew Lewis,1/15/2022,ML,Bryce Peters,Bryce Peters
662,38,30,Daily,2/1/2021,2/1/2021,2/3/2021 12:00,Sebastian Müller,2/1/2021,Sebastian Müller,2/1/2021,Sebastian Müller,2/1/2021,SM,Bryson Barradale,Bryson Barradale
663,47,539.97,Season,2/9/2022,2/9/2022,5/1/2022 12:00,Emilia Rodriguez,2/9/2022,Emilia Rodriguez,2/9/2022,Emilia Rodriguez,2/9/2022,ER,Curtis Fountain,Curtis Fountain
664,59,229.99,Season,3/6/2023,3/6/2023,5/1/2023 12:00,Audrey Walker,3/6/2023,Audrey Walker,3/6/2023,Audrey Walker,3/6/2023,AW,Riley Lathrop,Riley Lathrop
665,59,459.98,Season,1/24/2022,1/24/2022,5/1/2022 12:00,Audrey Walker,1/24/2022,Audrey Walker,1/24/2022,Audrey Walker,1/24/2022,AW,Nathan Giboney,Nathan Giboney
666,42,129.99,Season,2/15/2022,2/15/2022,5/1/2022 12:00,Madison Reyes,2/15/2022,Madison Reyes,2/15/2022,Madison Reyes,2/15/2022,MR,Jake Lathrop,Jake Lathrop
667,35,30,Daily,12/31/2022,12/31/2022,1/2/2023 12:00,Niklas Berg,12/31/2022,Niklas Berg,12/31/2022,Niklas Berg,12/31/2022,NB,Curtis Fountain,Curtis Fountain
668,52,179.99,Season,3/21/2020,3/21/2020,5/1/2020 12:00,Omar Elsayed,3/21/2020,Omar Elsayed,3/21/2020,Omar Elsayed,3/21/2020,OE,Jake Lathrop,Jake Lathrop
669,90,30,Daily,12/17/2021,12/17/2021,12/19/2021 12:00,Victoria Taylor,12/17/2021,Victoria Taylor,12/17/2021,Victoria Taylor,12/17/2021,VT,Kevin Baron,Kevin Baron
670,23,95,Daily,2/11/2021,2/11/2021,2/13/2021 12:00,Mustafa Amin,2/11/2021,Mustafa Amin,2/11/2021,Mustafa Amin,2/11/2021,MA,Bryce Peters,Bryce Peters
671,9,299.99,Season,2/25/2021,2/25/2021,5/1/2021 12:00,Giselle Diaz,2/25/2021,Giselle Diaz,2/25/2021,Giselle Diaz,2/25/2021,GD,Jude Willcox,Jude Willcox
672,86,469.98,Season,4/2/2021,4/2/2021,5/1/2021 12:00,Lina Ibrahim,4/2/2021,Lina Ibrahim,4/2/2021,Lina Ibrahim,4/2/2021,LI,Bryson Barradale,Bryson Barradale
673,7,35,Daily,3/28/2020,3/28/2020,3/30/2020 12:00,Olivia Brown,3/28/2020,Olivia Brown,3/28/2020,Olivia Brown,3/28/2020,OB,Jude Willcox,Jude Willcox
674,77,159.99,Season,1/14/2021,1/14/2021,5/1/2021 12:00,Aisha Abdul,1/14/2021,Aisha Abdul,1/14/2021,Aisha Abdul,1/14/2021,AA,Kevin Baron,Kevin Baron
675,51,439.98,Season,2/18/2021,2/18/2021,5/1/2021 12:00,Maxim Kovalenko,2/18/2021,Maxim Kovalenko,2/18/2021,Maxim Kovalenko,2/18/2021,MK,Kevin Baron,Kevin Baron
676,58,79.99,Season,3/26/2023,3/26/2023,5/1/2023 12:00,Nour Hussein,3/26/2023,Nour Hussein,3/26/2023,Nour Hussein,3/26/2023,NH,Razi Muzaffar,Razi Muzaffar
677,85,339.98,Season,2/25/2022,2/25/2022,5/1/2022 12:00,William Rodriguez,2/25/2022,William Rodriguez,2/25/2022,William Rodriguez,2/25/2022,WR,Jake Lathrop,Jake Lathrop
678,17,65,Daily,2/8/2020,2/8/2020,2/10/2020 12:00,Amir Shah,2/8/2020,Amir Shah,2/8/2020,Amir Shah,2/8/2020,AS,Bryce Peters,Bryce Peters
